Document Name,Document Code,Area Name,Assigned Groups,Classification,Meta,Document Type,Last updated by,Action performed,Last update date,Doc Type,Notes
Employment Policy,ca6bd,Employment,Answer Docs Access | EnwisenAdmin | HR | PL325 | PL327 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:25:59.987,pdf,
Employment Screening,a0bce4ea,Employment,Answer Docs Access | EnwisenAdmin | HR | PL465 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Content Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:26:00.017,,88906 Topic 29206
Equal Employment Opportunity and Diversity,57523,Employment,Answer Docs Access | EnwisenAdmin | HR | PL313 | WA8 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,avillarojo,Document Published successfully to QA server,2015-02-26 21:52:23.837,pdf,
Equal Employment Opportunity and Diversity,62233,Employment,Answer Docs Access | EnwisenAdmin | HR | PL420 | WA38 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,avillarojo,Document Published successfully to QA server,2015-02-26 21:53:40.900,pdf,
DELETE - Human Resources User Guide,eae5caff,Manager,EnwisenAdmin | ,Administration | ,Domain:mgr | ,Uploaded Document,rgalve,Document deleted.,2015-07-27 22:25:17.023,pdf,
DELETE - Human Resources User Guide,fd83b79e,Manager,EnwisenAdmin | ,Administration | ,Domain:mgr | ,Uploaded Document,rgalve,Document deleted.,2015-07-27 22:23:16.453,pdf,
DELETE - Sick Leave,53a80,Policies,EnwisenAdmin | ,Administration | ,Domain:employment | Subject:eepolicy1 | ,Uploaded Document,rgalve,Document deleted.,2015-07-27 22:27:16.977,pdf,
DELETE _Physician Leadership Development,7bcb3e37,Integration,EnwisenAdmin | ,Administration | ,Domain:integration | keywords:[*keywords*] | Role:[*role*] | Role:[*role1*] | Role:[*role2*] | Subject:[*subject*] | Subject:[*subject2*] | ,Content Document,avillarojo,Document deleted.,2014-12-16 13:21:43.860,,http://in.providence.org/sss/departments/physicianservices/Pages/Physician
Delta Dental Claim Form,a328d,Forms,AK | Answer Docs Access | EnwisenAdmin | HR | ,Administration | General | ,Domain:forms | Subject:benefits | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:07:24.330,pdf,
Delta Dental PPO 1500 Plan,c6eed2bd,Health,Answer Docs Access | DNDN93 | EnwisenAdmin | HR | ,Administration | General | ,Domain:benefits | keywords:health,dental | Subject:health | Subject:health_2 | ,Content Document,mempeynado,Undo Check out for configuration,2015-07-14 22:28:14.980,,Delta_Dental_PPO_1500_Plan[1].doc
Department Orientation And Initial Assessment Cover Sheet,42687,Forms,Answer Docs Access | EnwisenAdmin | HR | PL400 | ,Administration | General | ,Domain:forms | Subject:manager | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:07:24.343,doc,
Department Rules,992fa,Employment,Answer Docs Access | EDM | EnwisenAdmin | HR | ,Administration | General | ,Domain:employment | Subject:eepolicy7 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:22:46.357,pdf,
Dependability,2c411,Employment,Answer Docs Access | EnwisenAdmin | HR | SMC | ,Administration | General | ,Domain:employment | Subject:eepolicy6 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:22:46.387,pdf,
Disaster Plan,03fb8,Policies,Answer Docs Access | EnwisenAdmin | HR | PL353 | ,Administration | General | ,Domain:employment | Subject:eepolicy8 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:33:00.410,pdf,
Disaster Plan,dc74411b,Employment,Answer Docs Access | EnwisenAdmin | HR | WA113 | WA132 | ,Administration | General | ,Domain:employment | Subject:eepolicy8 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-06-29 20:39:38.883,pdf,
Caregiver Assistance Program Brochure,523fcdc6,Benefits,AK | Answer Docs Access | CA | HR | OR | PSMS-All | WM | ,Administration | General | ,Domain:clientinfo | keywords:eap | Subject:eap | ,Uploaded Document,mary,Document deleted.,2014-12-31 18:47:36.580,pdf,
Caregiver Assistance Program FAQs for Core Leaders,fd5d5988,Manager,AK | Answer Docs Access | CA | EnwisenAdmin | HR | OR | PSMS-All | WM | ,Administration | General | ,Domain:mgr | ,Uploaded Document,PRVaboures,Undo Check out for edit,2015-02-25 18:21:19.720,pdf,
Caregiver Responsibilities,6fa66,Employment,Answer Docs Access | EnwisenAdmin | HR | PL390 | ,Administration | General | ,Domain:employment | keywords:caregivers,cap,eap | Subject:eepolicy7 | ,Uploaded Document,mary,Document Published successfully to Live server,2014-12-31 16:39:39.623,pdf,
Change of Employee Information,66cacaab,Employment,Answer Docs Access | EnwisenAdmin | HR | WA113 | WA132 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-06-29 20:23:21.937,pdf,
Change of Personal Information,b3eaa,Employment,Answer Docs Access | CA | EnwisenAdmin | HR | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:20:04.723,pdf,
Client Content Toolset Help,82d67091,Tools,Answer Docs Access | EnwisenAdmin | ,Administration | ,Domain:tools | Subject:help | ,Content Document,RKarath,Document Details updated,2014-05-09 14:18:17.517,,
Commuter Benefits,4b3fc,Employment,Answer Docs Access | EnwisenAdmin | HR | SMG | ,Administration | General | ,Domain:employment | Subject:eepolicy1 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-03-09 15:55:03.317,pdf,
Commuter Club Sign-up Instructions,f4351,Benefits,Answer Docs Access | EnwisenAdmin | HR | PL460 | PL462 | ,Administration | General | ,Domain:discounts | Subject:discount2 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-03-09 15:59:44.187,pdf,
Commuting Compressed Work Schedules and Working at Home,94f9a,Employment,Answer Docs Access | EDM | EnwisenAdmin | HR | ,Administration | General | ,Domain:employment | Subject:eepolicy6 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:20:59.917,pdf,
Compensation,84be0,Employment,Answer Docs Access | EnwisenAdmin | HR | PL345 | PL354 | ,Administration | General | ,Domain:employment | Subject:eepolicy1 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:20:59.980,pdf,
Compensation,b5d5e,Employment,Answer Docs Access | EnwisenAdmin | HR | PL430 | ,Administration | General | ,Domain:employment | Subject:eepolicy1 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:20:59.963,pdf,
Dispute Resolution Form,18041fbc,Forms,Answer Docs Access | HR | PL325 | PL327 | ,Administration | General | ,Domain:forms | Subject:hr | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-07-17 17:49:22.350,pdf,
Dispute Resolution Form,19fe6afc,Forms,Answer Docs Access | HR | OR | ,Administration | General | ,Domain:forms | Subject:hr | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-07-20 14:44:24.377,pdf,
Dispute Resolution Form,2d0afe26,Forms,Answer Docs Access | HR | PL353 | ,Administration | General | ,Domain:forms | Subject:hr | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-07-22 18:28:08.000,pdf,
Dress and Grooming Standards,da672,Employment,Answer Docs Access | EnwisenAdmin | HR | WA34 | WA65 | WA66 | ,Administration | General | ,Domain:employment | Subject:eepolicy7 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-07-24 19:58:14.997,pdf,
Drug and Alcohol Abuse Policy,2a3e7,Employment,Answer Docs Access | EnwisenAdmin | HR | MJM | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:23:41.050,pdf,
Drug Free Workplace,66b01,Employment,Answer Docs Access | EnwisenAdmin | HR | PL420 | WA38 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,avillarojo,Document Published successfully to QA server,2015-02-26 21:22:32.777,pdf,
Drug Free Workplace,adffd,Employment,Answer Docs Access | EDM | EnwisenAdmin | HR | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-06-15 15:25:03.103,pdf,
Drug Free Workplace,d4e93,Employment,Answer Docs Access | CA | EnwisenAdmin | HR | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-05-08 15:04:44.430,pdf,
Drug Free Workplace,e8464,Employment,Answer Docs Access | EnwisenAdmin | HR | SMC | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:23:41.130,pdf,
Drug Testing for Cause,d86459bf,Manager,Answer Docs Access | EnwisenAdmin | HR | SMG | ,Administration | General | ,Domain:mgr | ,Uploaded Document,RKarath,Assigned Group : HR,2014-06-04 17:01:54.447,pdf,
Drug Theft or Diversion,ec73d,Employment,Answer Docs Access | EnwisenAdmin | HR | PL315 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:23:41.347,pdf,
Emergency Loan Assistance,da50a,Employment,Answer Docs Access | EnwisenAdmin | HR | PL315 | ,Administration | General | ,Domain:employment | Subject:eepolicy1 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:24:28.990,pdf,
Employee Access to Personnel Policies,48277,Employment,Answer Docs Access | EnwisenAdmin | HR | PL375 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-07-20 16:29:16.803,pdf,
Employee Access to Personnel Records,ee798,Employment,Answer Docs Access | EnwisenAdmin | HR | PL345 | PL354 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-07-20 16:30:51.930,pdf,
Employee Access to Personnel Records,f806ff08,Employment,Answer Docs Access | HR | PL390 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,PRVaboures,Undo Check out for configuration,2015-07-20 16:25:09.047,pdf,
Employee Assistance Program (EAP),bc479077,Health,Answer Docs Access | EnwisenAdmin | HR | SPEA04 | ,Administration | General | ,Domain:benefits | keywords:health,eap,assistance | Subject:health | Subject:health_6 | ,Content Document,RKarath,Deleted Document recovered.,2014-07-30 13:04:58.880,,Imported / minor QA 11/13/13 NMc. This is import of v9 SubID 87934 Employee Assistance Program (EAP). QA #2 11/20/13. Many text items needed to be rearranged. 
Employee Emergency Assistance Program ,71533,Employment,AK | Answer Docs Access | EnwisenAdmin | HR | ,Administration | General | ,Domain:employment | Subject:eepolicy1 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-07-24 17:48:45.563,pdf,
Employee Emergency Fund, Addendum (Application),be51e,Forms,Answer Docs Access | EnwisenAdmin | HR | SMC | ,Administration | General | ,Domain:forms | Subject:hr | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:07:24.577,pdf,
Employee Handbook Receipt Acknowledgement,6b695,Forms,Answer Docs Access | EnwisenAdmin | HR | MJM | ,Administration | General | ,Domain:forms | Subject:hr | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:07:24.610,pdf,
Employee Health Policies,db1aa19b,Integration,Answer Docs Access | EnwisenAdmin | HR | OR | ,Administration | General | ,Domain:integration | keywords:[*keywords*] | Role:[*role*] | Role:[*role1*] | Role:[*role2*] | Subject:[*subject*] | Subject:[*subject2*] | ,Content Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:13:32.133,,http://in.providence.org/Documentscentral/OR/employeehealth/Forms/Employee%20Health%20Documents.aspx 
Employee Occurrence Report,92479,Forms,Answer Docs Access | EnwisenAdmin | HR | PL345 | PL357 | PL358 | PL365 | ,Administration | General | ,Domain:forms | Subject:safety | ,Uploaded Document,PRVaboures,Undo Check out for configuration,2014-11-17 18:24:15.357,doc,
Coaching Sound Bite,7b70c,Manager,Answer Docs Access | EnwisenAdmin | HR | SMG | ,Administration | General | ,Subject:manager | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:40:33.347,pdf,
Code of Conduct,0d1fdbde,Employment,AK | Answer Docs Access | CA | EnwisenAdmin | HR | OR | PSMS-All | WM | ,Administration | General | ,Domain:employment | Subject:eepolicy3 | ,Uploaded Document,PRVaboures,Undo Check out for configuration,2015-04-17 18:58:16.190,pdf,
Communicable Disease,9e6c4,Employment,Answer Docs Access | CA | EnwisenAdmin | HR | ,Administration | General | ,Domain:employment | Subject:eepolicy8 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-05-08 15:40:06.240,pdf,
Commuter Club Overview,49ea1,Benefits,Answer Docs Access | EnwisenAdmin | HR | PL460 | PL462 | ,Administration | General | ,Domain:discounts | Subject:discount2 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-03-09 15:58:30.973,pdf,
Compensation,55cfa,Employment,Answer Docs Access | EnwisenAdmin | HR | PL357 | ,Administration | General | ,Domain:employment | Subject:eepolicy1 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-03-18 19:14:32.293,pdf,
Compensation and Pay Philosophy,92020,Manager,Answer Docs Access | EnwisenAdmin | HR | WA113 | WA132 | ,Administration | General | ,Subject:manager | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-06-29 20:25:33.927,pdf,
Computer and Internet Access,21425,Employment,Answer Docs Access | EnwisenAdmin | HR | PL345 | PL354 | ,Administration | General | ,Domain:employment | Subject:eepolicy2 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:21:00.073,pdf,
Confidential Information,39cf4335,Employment,Answer Docs Access | CAW | CCT | EnwisenAdmin | HR | ,Administration | General | ,Subject:eepolicy2 | ,Uploaded Document,RKarath,Document Published successfully to Live server,2014-07-03 20:31:02.850,pdf,Confidential Information.pdf
Confidentiality,4688abe6,Employment,Answer Docs Access | EnwisenAdmin | HR | PL460 | PL462 | ,Administration | General | ,Domain:employment | Subject:eepolicy2 | ,Content Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:21:00.120,,88905 Topic 29231
Confidentiality,91756,Employment,Answer Docs Access | EnwisenAdmin | HR | PL410 | ,Administration | General | ,Domain:employment | Subject:eepolicy2 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:21:00.150,pdf,
Confidentiality in the Workplace,bb5e7,Employment,Answer Docs Access | EnwisenAdmin | HR | PL333 | PL335 | PL340 | ,Administration | General | ,Domain:employment | Subject:eepolicy2 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:21:00.197,pdf,
Equal Employment Opportunity and Diversity,65a0c,Employment,Answer Docs Access | EnwisenAdmin | HR | PL338 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-06-15 17:22:57.757,pdf,
Equal Employment Opportunity and Diversity,78b36e75,Employment,Answer Docs Access | CA | EnwisenAdmin | HR | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,cpeterson,Assigned Group : EnwisenAdmin,2015-05-11 15:10:46.393,pdf,
Equal Employment Opportunity and Diversity,f02f6,Employment,Answer Docs Access | EnwisenAdmin | HR | PL430 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-04-24 16:21:25.340,pdf,
ESS Quick Reference Card,fc720,Career,Answer Docs Access | EnwisenAdmin | HR | PL460 | PL462 | PL465 | ,Administration | General | ,Domain:career | Subject:learning | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:14:53.173,pdf,
Excessive Absenteeism,eddaf,Employment,Answer Docs Access | EnwisenAdmin | HR | PL370 | ,Administration | General | ,Domain:employment | Subject:eepolicy6 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:26:50.453,pdf,
Executive & Leadership Development site,5dcbfb8c,Integration,Answer Docs Access | EnwisenAdmin | HR | PL439 | PL481 | PL489 | PL490 | PL491 | PL493 | PL494 | PL495 | PL496 | PL497 | PSMS-All | ,Administration | General | ,Domain:integration | keywords:[*keywords*] | Role:[*role*] | Role:[*role1*] | Role:[*role2*] | Subject:[*subject*] | Subject:[*subject2*] | ,Content Document,ksantos,Document Published successfully to Live server,2014-05-12 00:30:50.593,,http://in.providence.org/sss/departments/hr/leadership%20development/Pages/default.aspx
